Id,F1,F2,F3,F4,F5,F6,F7,F8
14488,-1.227000e+02,3.899000e+01,1.800000e+01,1.177000e+03,2.240000e+02,1.810000e+02,1.050000e+02,2.355800e+00
14489,-1.205900e+02,3.853000e+01,1.500000e+01,4.320000e+02,8.700000e+01,2.080000e+02,7.300000e+01,3.612500e+00
14490,-1.228100e+02,3.846000e+01,2.800000e+01,3.580000e+03,6.110000e+02,1.634000e+03,5.670000e+02,4.745000e+00
14491,-1.179700e+02,3.369000e+01,2.100000e+01,4.112000e+03,5.800000e+02,1.886000e+03,5.810000e+02,6.799000e+00
14492,-1.219000e+02,3.802000e+01,5.000000e+00,1.560000e+03,3.690000e+02,1.037000e+03,3.720000e+02,3.615400e+00
14493,-1.183600e+02,3.417000e+01,3.100000e+01,1.939000e+03,5.050000e+02,1.584000e+03,4.660000e+02,2.523400e+00
14494,-1.197400e+02,3.665000e+01,1.900000e+01,2.546000e+03,4.630000e+02,1.257000e+03,4.180000e+02,2.901300e+00
14495,-1.157300e+02,3.335000e+01,2.300000e+01,1.586000e+03,4.480000e+02,3.380000e+02,1.820000e+02,1.213200e+00
14496,-1.185200e+02,3.402000e+01,2.400000e+01,7.418000e+03,1.755000e+03,2.713000e+03,1.577000e+03,5.086700e+00
14497,-1.179600e+02,3.367000e+01,1.600000e+01,5.143000e+03,6.520000e+02,2.209000e+03,6.370000e+02,7.017300e+00
14498,-1.222900e+02,4.039000e+01,1.700000e+01,1.682000e+03,3.320000e+02,8.870000e+02,3.160000e+02,1.843800e+00
14499,-1.223800e+02,3.968000e+01,2.100000e+01,1.155000e+03,2.100000e+02,5.100000e+02,1.750000e+02,2.385100e+00
14500,-1.222700e+02,3.743000e+01,3.300000e+01,1.601000e+03,2.230000e+02,6.290000e+02,2.150000e+02,1.500010e+01
14501,-1.170700e+02,3.291000e+01,5.000000e+00,2.234000e+03,2.560000e+02,8.940000e+02,2.530000e+02,1.033540e+01
14502,-1.217800e+02,3.768000e+01,1.700000e+01,3.112000e+03,8.720000e+02,1.392000e+03,6.800000e+02,3.022200e+00
14503,-1.172900e+02,3.411000e+01,3.500000e+01,2.014000e+03,6.770000e+02,1.714000e+03,6.120000e+02,7.075000e-01
14504,-1.198100e+02,3.681000e+01,3.300000e+01,3.972000e+03,5.940000e+02,1.324000e+03,5.610000e+02,5.451300e+00
14505,-1.178000e+02,3.367000e+01,4.000000e+00,3.345000e+03,5.520000e+02,1.525000e+03,5.390000e+02,6.796200e+00
14506,-1.206500e+02,3.529000e+01,2.900000e+01,1.785000e+03,4.810000e+02,1.344000e+03,4.720000e+02,1.449200e+00
14507,-1.221300e+02,3.739000e+01,2.700000e+01,3.385000e+03,4.270000e+02,1.248000e+03,4.090000e+02,1.203720e+01
14508,-1.182000e+02,3.395000e+01,3.500000e+01,1.924000e+03,5.200000e+02,2.101000e+03,5.410000e+02,2.426700e+00
14509,-1.178200e+02,3.381000e+01,1.900000e+01,2.556000e+03,3.040000e+02,8.220000e+02,2.600000e+02,9.905500e+00
14510,-1.172200e+02,3.278000e+01,2.200000e+01,2.020000e+03,4.660000e+02,1.010000e+03,4.290000e+02,3.452700e+00
14511,-1.171500e+02,3.280000e+01,4.100000e+01,1.413000e+03,2.610000e+02,1.070000e+03,2.590000e+02,2.357800e+00
14512,-1.215300e+02,3.850000e+01,1.700000e+01,3.087000e+03,4.770000e+02,1.365000e+03,4.950000e+02,6.466700e+00
14513,-1.220000e+02,3.796000e+01,2.800000e+01,4.071000e+03,7.130000e+02,2.033000e+03,6.470000e+02,4.583300e+00
14514,-1.224200e+02,3.780000e+01,5.200000e+01,7.410000e+02,1.700000e+02,2.770000e+02,1.650000e+02,4.471200e+00
14515,-1.213300e+02,3.802000e+01,3.300000e+01,2.854000e+03,4.890000e+02,1.109000e+03,4.520000e+02,4.300800e+00
14516,-1.181100e+02,3.412000e+01,4.800000e+01,2.476000e+03,3.130000e+02,9.000000e+02,3.030000e+02,1.067670e+01
14517,-1.178400e+02,3.376000e+01,2.600000e+01,2.110000e+03,4.090000e+02,1.146000e+03,4.070000e+02,4.369800e+00
14518,-1.182400e+02,3.414000e+01,2.800000e+01,1.843000e+03,5.540000e+02,1.402000e+03,5.120000e+02,2.462000e+00
14519,-1.155700e+02,3.285000e+01,1.700000e+01,1.039000e+03,2.560000e+02,7.280000e+02,2.460000e+02,1.741100e+00
14520,-1.191900e+02,3.428000e+01,2.800000e+01,3.231000e+03,5.240000e+02,1.665000e+03,5.400000e+02,4.858300e+00
14521,-1.174900e+02,3.398000e+01,1.700000e+01,2.727000e+03,4.620000e+02,1.691000e+03,4.480000e+02,4.837100e+00
14522,-1.178500e+02,3.375000e+01,2.700000e+01,2.311000e+03,6.320000e+02,2.936000e+03,6.090000e+02,2.565100e+00
14523,-1.181900e+02,3.487000e+01,2.000000e+00,2.103000e+03,3.890000e+02,9.230000e+02,3.380000e+02,5.055300e+00
14524,-1.179100e+02,3.362000e+01,3.200000e+01,1.997000e+03,4.270000e+02,9.440000e+02,4.260000e+02,4.406300e+00
14525,-1.173300e+02,3.303000e+01,3.100000e+01,1.171000e+03,3.210000e+02,6.030000e+02,2.670000e+02,2.861100e+00
14526,-1.224000e+02,3.762000e+01,4.400000e+01,1.619000e+03,3.620000e+02,1.064000e+03,3.350000e+02,4.023800e+00
14527,-1.220800e+02,3.795000e+01,2.400000e+01,3.173000e+03,5.480000e+02,1.351000e+03,5.360000e+02,5.067200e+00
14528,-1.206700e+02,3.530000e+01,1.900000e+01,1.540000e+03,7.150000e+02,1.799000e+03,6.350000e+02,7.025000e-01
14529,-1.222500e+02,3.786000e+01,5.200000e+01,1.709000e+03,3.180000e+02,7.190000e+02,2.950000e+02,5.046300e+00
14530,-1.196100e+02,3.694000e+01,1.400000e+01,8.630000e+02,1.510000e+02,3.150000e+02,1.350000e+02,4.267900e+00
14531,-1.170500e+02,3.256000e+01,1.800000e+01,1.215000e+03,3.200000e+02,1.195000e+03,3.490000e+02,1.987500e+00
14532,-1.178100e+02,3.367000e+01,8.000000e+00,2.098000e+03,3.420000e+02,9.080000e+02,3.290000e+02,7.758900e+00
14533,-1.225500e+02,3.759000e+01,3.100000e+01,1.331000e+03,2.450000e+02,5.980000e+02,2.250000e+02,4.182700e+00
14534,-1.170800e+02,3.316000e+01,1.100000e+01,6.341000e+03,1.030000e+03,2.697000e+03,9.770000e+02,4.855400e+00
14535,-1.181600e+02,3.402000e+01,4.700000e+01,1.055000e+03,2.980000e+02,1.303000e+03,3.020000e+02,2.696400e+00
14536,-1.222500e+02,3.789000e+01,4.200000e+01,2.863000e+03,4.600000e+02,1.031000e+03,4.480000e+02,6.713800e+00
14537,-1.183000e+02,3.401000e+01,4.800000e+01,4.217000e+03,1.095000e+03,3.298000e+03,9.490000e+02,1.915200e+00
14538,-1.177000e+02,3.362000e+01,1.600000e+01,9.653000e+03,2.000000e+03,4.732000e+03,1.922000e+03,3.736100e+00
14539,-1.222800e+02,3.775000e+01,2.000000e+01,1.156000e+03,3.650000e+02,5.830000e+02,3.260000e+02,3.197200e+00
14540,-1.190300e+02,3.608000e+01,1.900000e+01,2.736000e+03,5.490000e+02,1.432000e+03,5.030000e+02,2.694400e+00
14541,-1.184200e+02,3.405000e+01,5.200000e+01,2.533000e+03,4.020000e+02,9.810000e+02,3.860000e+02,7.816400e+00
14542,-1.206400e+02,3.526000e+01,2.100000e+01,3.298000e+03,7.160000e+02,1.862000e+03,6.870000e+02,2.150700e+00
14543,-1.176500e+02,3.410000e+01,4.400000e+01,2.808000e+03,5.850000e+02,1.444000e+03,5.500000e+02,2.715900e+00
14544,-1.180100e+02,3.415000e+01,5.200000e+01,2.234000e+03,4.720000e+02,9.860000e+02,4.390000e+02,3.912500e+00
14545,-1.220100e+02,3.736000e+01,2.100000e+01,2.483000e+03,3.960000e+02,1.194000e+03,4.240000e+02,7.127300e+00
14546,-1.180400e+02,3.396000e+01,4.200000e+01,1.430000e+03,3.380000e+02,1.269000e+03,3.210000e+02,3.321400e+00
14547,-1.208100e+02,3.867000e+01,1.400000e+01,8.396000e+03,1.578000e+03,3.952000e+03,1.474000e+03,3.056500e+00
14548,-1.186700e+02,3.427000e+01,1.500000e+01,3.221000e+03,6.590000e+02,1.390000e+03,6.070000e+02,3.531300e+00
14549,-1.218800e+02,3.727000e+01,2.700000e+01,2.019000e+03,3.350000e+02,1.020000e+03,3.510000e+02,5.817800e+00
14550,-1.219700e+02,3.835000e+01,1.700000e+01,5.678000e+03,1.116000e+03,3.182000e+03,1.135000e+03,3.738800e+00
14551,-1.185000e+02,3.403000e+01,5.200000e+01,1.711000e+03,2.450000e+02,6.710000e+02,2.420000e+02,7.757200e+00
14552,-1.224800e+02,3.771000e+01,2.900000e+01,1.048000e+03,1.500000e+02,4.550000e+02,1.520000e+02,6.127800e+00
14553,-1.189300e+02,3.418000e+01,1.800000e+01,2.730000e+03,4.150000e+02,1.248000e+03,4.120000e+02,6.187000e+00
14554,-1.219600e+02,3.688000e+01,3.700000e+01,2.846000e+03,5.530000e+02,9.390000e+02,4.330000e+02,4.746800e+00
14555,-1.220300e+02,3.800000e+01,2.500000e+01,3.577000e+03,5.810000e+02,1.753000e+03,5.930000e+02,5.729500e+00
14556,-1.191900e+02,3.417000e+01,3.500000e+01,4.276000e+03,7.670000e+02,3.295000e+03,7.080000e+02,4.258300e+00
14557,-1.180700e+02,3.380000e+01,1.700000e+01,2.439000e+03,5.540000e+02,1.161000e+03,5.320000e+02,3.644200e+00
14558,-1.178500e+02,3.406000e+01,2.400000e+01,3.128000e+03,4.970000e+02,1.406000e+03,4.720000e+02,7.528600e+00
14559,-1.183600e+02,3.391000e+01,4.200000e+01,1.949000e+03,4.220000e+02,1.184000e+03,4.230000e+02,4.333300e+00
14560,-1.183600e+02,3.386000e+01,3.400000e+01,1.865000e+03,3.450000e+02,9.630000e+02,3.020000e+02,5.543000e+00
14561,-1.184700e+02,3.427000e+01,3.300000e+01,1.549000e+03,2.640000e+02,8.810000e+02,2.890000e+02,5.140800e+00
14562,-1.183400e+02,3.416000e+01,4.600000e+01,1.396000e+03,2.940000e+02,6.080000e+02,2.460000e+02,3.692000e+00
14563,-1.179400e+02,3.403000e+01,3.500000e+01,1.499000e+03,2.890000e+02,1.112000e+03,2.680000e+02,3.830000e+00
14564,-1.183200e+02,3.384000e+01,4.200000e+01,1.486000e+03,4.200000e+02,8.970000e+02,3.770000e+02,1.622800e+00
14565,-1.182600e+02,3.415000e+01,6.000000e+00,3.340000e+03,9.450000e+02,2.315000e+03,8.460000e+02,2.888400e+00
14566,-1.219700e+02,3.726000e+01,1.900000e+01,2.174000e+03,4.540000e+02,9.980000e+02,4.260000e+02,4.682700e+00
14567,-1.178800e+02,3.372000e+01,3.600000e+01,1.910000e+03,3.520000e+02,1.593000e+03,3.290000e+02,3.890000e+00
14568,-1.209500e+02,3.764000e+01,3.200000e+01,3.487000e+03,7.400000e+02,1.957000e+03,6.850000e+02,2.720900e+00
14569,-1.184200e+02,3.405000e+01,3.300000e+01,2.921000e+03,6.520000e+02,1.124000e+03,6.080000e+02,5.015100e+00
14570,-1.184000e+02,3.421000e+01,4.500000e+01,9.720000e+02,1.810000e+02,5.540000e+02,1.870000e+02,4.819400e+00
14571,-1.197200e+02,3.680000e+01,1.600000e+01,2.396000e+03,5.260000e+02,1.338000e+03,5.180000e+02,2.165300e+00
14572,-1.196700e+02,3.672000e+01,3.100000e+01,8.430000e+02,1.400000e+02,4.530000e+02,1.490000e+02,2.687500e+00
14573,-1.179500e+02,3.409000e+01,1.800000e+01,1.179000e+03,3.240000e+02,1.296000e+03,3.310000e+02,2.851000e+00
14574,-1.220400e+02,3.765000e+01,1.000000e+01,8.299000e+03,1.326000e+03,3.827000e+03,1.288000e+03,6.257900e+00
14575,-1.178900e+02,3.408000e+01,3.500000e+01,1.711000e+03,3.350000e+02,8.250000e+02,3.560000e+02,3.500000e+00
14576,-1.188700e+02,3.423000e+01,1.400000e+01,4.242000e+03,7.460000e+02,1.858000e+03,6.890000e+02,6.014500e+00
14577,-1.182400e+02,3.422000e+01,3.600000e+01,2.507000e+03,5.170000e+02,1.232000e+03,4.700000e+02,5.529000e+00
14578,-1.195200e+02,3.441000e+01,2.000000e+01,4.489000e+03,8.000000e+02,2.867000e+03,7.650000e+02,4.806000e+00
14579,-1.214900e+02,3.853000e+01,4.200000e+01,1.468000e+03,2.810000e+02,5.710000e+02,2.710000e+02,3.390600e+00
14580,-1.224200e+02,3.762000e+01,3.900000e+01,1.355000e+03,2.140000e+02,6.820000e+02,2.460000e+02,6.344300e+00
14581,-1.190500e+02,3.606000e+01,2.300000e+01,2.344000e+03,4.070000e+02,1.184000e+03,4.060000e+02,3.162500e+00
14582,-1.169400e+02,3.282000e+01,3.500000e+01,1.737000e+03,2.850000e+02,8.260000e+02,2.940000e+02,3.241100e+00
14583,-1.223100e+02,3.757000e+01,4.200000e+01,3.157000e+03,6.760000e+02,1.603000e+03,6.290000e+02,3.742200e+00
14584,-1.213300e+02,3.804000e+01,1.500000e+01,1.933000e+03,2.800000e+02,9.650000e+02,2.600000e+02,4.647700e+00
14585,-1.183700e+02,3.392000e+01,3.900000e+01,1.073000e+03,2.060000e+02,5.560000e+02,2.040000e+02,4.861100e+00
14586,-1.202700e+02,3.935000e+01,1.100000e+01,2.520000e+03,4.010000e+02,3.970000e+02,1.650000e+02,4.665000e+00
14587,-1.171100e+02,3.270000e+01,3.400000e+01,2.028000e+03,5.220000e+02,1.797000e+03,4.640000e+02,1.740200e+00
14588,-1.186400e+02,3.419000e+01,3.300000e+01,3.017000e+03,4.940000e+02,1.423000e+03,4.700000e+02,5.616300e+00
14589,-1.215600e+02,3.952000e+01,9.000000e+00,8.180000e+02,1.970000e+02,3.580000e+02,1.970000e+02,1.770800e+00
14590,-1.215000e+02,3.859000e+01,4.300000e+01,8.800000e+01,2.100000e+01,1.190000e+02,1.900000e+01,1.725000e+00
14591,-1.173000e+02,3.412000e+01,5.000000e+01,1.629000e+03,4.370000e+02,1.581000e+03,3.940000e+02,2.201900e+00
14592,-1.192700e+02,3.428000e+01,5.200000e+01,2.239000e+03,4.200000e+02,9.410000e+02,3.970000e+02,4.125000e+00
14593,-1.224200e+02,3.774000e+01,5.200000e+01,1.271000e+03,3.530000e+02,1.076000e+03,3.240000e+02,2.991100e+00
14594,-1.219500e+02,3.735000e+01,4.200000e+01,1.421000e+03,3.300000e+02,6.590000e+02,3.030000e+02,3.333300e+00
14595,-1.192500e+02,3.636000e+01,1.600000e+01,3.245000e+03,4.690000e+02,1.471000e+03,4.500000e+02,5.867300e+00
14596,-1.170900e+02,3.257000e+01,1.700000e+01,4.440000e+02,8.300000e+01,3.570000e+02,8.700000e+01,5.147800e+00
14597,-1.155700e+02,3.279000e+01,3.400000e+01,1.152000e+03,2.080000e+02,6.210000e+02,2.080000e+02,3.604200e+00
14598,-1.209400e+02,3.761000e+01,1.300000e+01,3.309000e+03,6.030000e+02,1.796000e+03,5.550000e+02,3.837200e+00
14599,-1.197800e+02,3.685000e+01,1.200000e+01,7.820000e+02,1.660000e+02,2.920000e+02,1.640000e+02,2.827400e+00
14600,-1.178900e+02,3.392000e+01,1.400000e+01,1.562000e+03,3.730000e+02,6.090000e+02,3.280000e+02,2.393500e+00
14601,-1.214200e+02,3.849000e+01,1.700000e+01,1.318000e+04,2.444000e+03,7.235000e+03,2.335000e+03,3.363000e+00
14602,-1.221800e+02,3.744000e+01,4.400000e+01,2.237000e+03,3.470000e+02,9.480000e+02,3.460000e+02,8.243600e+00
14603,-1.184900e+02,3.403000e+01,3.200000e+01,3.851000e+03,9.000000e+02,1.456000e+03,8.360000e+02,4.520800e+00
14604,-1.172500e+02,3.283000e+01,1.700000e+01,2.075000e+03,2.620000e+02,7.040000e+02,2.410000e+02,1.095290e+01
14605,-1.219000e+02,3.693000e+01,2.200000e+01,7.281000e+03,1.233000e+03,1.849000e+03,8.320000e+02,5.327600e+00
14606,-1.219500e+02,3.774000e+01,1.900000e+01,5.721000e+03,8.370000e+02,2.653000e+03,8.130000e+02,6.263100e+00
14607,-1.171000e+02,3.312000e+01,1.200000e+01,9.610000e+02,3.420000e+02,3.150000e+02,2.010000e+02,8.130000e-01
14608,-1.182400e+02,3.415000e+01,4.500000e+01,1.235000e+03,2.710000e+02,4.990000e+02,2.630000e+02,3.143500e+00
14609,-1.181600e+02,3.384000e+01,3.600000e+01,2.220000e+03,3.670000e+02,1.002000e+03,3.510000e+02,5.071900e+00
14610,-1.184100e+02,3.428000e+01,3.200000e+01,2.574000e+03,5.310000e+02,2.609000e+03,4.720000e+02,3.756600e+00
14611,-1.217800e+02,3.731000e+01,7.000000e+00,1.973000e+03,3.280000e+02,1.047000e+03,3.030000e+02,6.234000e+00
14612,-1.183200e+02,3.395000e+01,4.400000e+01,2.131000e+03,3.600000e+02,1.040000e+03,3.300000e+02,5.091200e+00
14613,-1.192000e+02,3.537000e+01,6.000000e+00,7.383000e+03,1.095000e+03,3.415000e+03,1.059000e+03,5.311900e+00
14614,-1.204300e+02,3.489000e+01,2.800000e+01,2.862000e+03,4.780000e+02,1.384000e+03,4.630000e+02,4.669400e+00
14615,-1.173000e+02,3.452000e+01,3.400000e+01,4.493000e+03,8.380000e+02,2.335000e+03,7.790000e+02,3.163500e+00
14616,-1.182300e+02,3.413000e+01,4.800000e+01,7.370000e+02,1.660000e+02,4.620000e+02,1.310000e+02,3.589300e+00
14617,-1.220400e+02,3.799000e+01,3.800000e+01,2.675000e+03,5.410000e+02,1.378000e+03,4.800000e+02,3.889700e+00
14618,-1.183000e+02,3.376000e+01,6.000000e+00,6.097000e+03,1.270000e+03,2.678000e+03,1.226000e+03,5.126900e+00
14619,-1.171300e+02,3.292000e+01,1.600000e+01,1.565000e+03,2.570000e+02,8.930000e+02,2.390000e+02,5.503600e+00
14620,-1.222600e+02,3.755000e+01,1.700000e+01,1.321000e+03,4.250000e+02,6.830000e+02,4.080000e+02,4.704500e+00
14621,-1.191900e+02,3.422000e+01,2.600000e+01,3.175000e+03,7.360000e+02,2.460000e+03,7.750000e+02,3.125000e+00
14622,-1.241300e+02,4.079000e+01,3.200000e+01,2.017000e+03,3.590000e+02,8.550000e+02,3.460000e+02,3.583300e+00
14623,-1.183700e+02,3.399000e+01,3.600000e+01,3.228000e+03,5.430000e+02,1.305000e+03,5.200000e+02,5.169500e+00
14624,-1.183400e+02,3.390000e+01,3.700000e+01,5.420000e+02,1.050000e+02,3.550000e+02,1.180000e+02,5.513300e+00
14625,-1.224400e+02,3.773000e+01,4.600000e+01,3.581000e+03,7.580000e+02,1.670000e+03,7.030000e+02,4.193200e+00
14626,-1.184500e+02,3.415000e+01,1.000000e+01,1.091000e+03,2.600000e+02,5.170000e+02,2.660000e+02,4.172700e+00
14627,-1.210900e+02,3.767000e+01,3.000000e+01,1.653000e+03,2.850000e+02,8.000000e+02,2.910000e+02,3.348200e+00
14628,-1.222600e+02,3.754000e+01,5.000000e+00,1.649000e+03,3.880000e+02,7.790000e+02,3.760000e+02,6.963500e+00
14629,-1.197700e+02,3.684000e+01,1.500000e+01,2.058000e+03,4.120000e+02,8.910000e+02,3.780000e+02,3.256900e+00
14630,-1.179500e+02,3.402000e+01,2.200000e+01,1.919000e+03,4.110000e+02,1.203000e+03,3.630000e+02,4.257800e+00
14631,-1.191500e+02,3.629000e+01,1.800000e+01,1.435000e+03,2.570000e+02,6.570000e+02,2.540000e+02,2.428100e+00
14632,-1.179200e+02,3.409000e+01,3.500000e+01,1.810000e+03,3.180000e+02,1.164000e+03,3.320000e+02,5.012300e+00
14633,-1.218200e+02,3.801000e+01,4.200000e+01,1.017000e+03,2.530000e+02,7.980000e+02,2.660000e+02,2.171900e+00
14634,-1.182800e+02,3.417000e+01,2.200000e+01,2.664000e+03,6.510000e+02,1.553000e+03,6.290000e+02,3.635400e+00
14635,-1.181400e+02,3.469000e+01,3.500000e+01,2.118000e+03,3.740000e+02,1.108000e+03,3.600000e+02,3.432700e+00
14636,-1.146300e+02,3.276000e+01,1.500000e+01,1.448000e+03,3.780000e+02,9.490000e+02,3.000000e+02,8.585000e-01
14637,-1.214900e+02,3.859000e+01,2.000000e+01,4.630000e+02,1.800000e+02,4.860000e+02,1.900000e+02,1.031300e+00
14638,-1.177000e+02,3.360000e+01,2.600000e+01,1.021000e+03,2.300000e+02,3.010000e+02,2.080000e+02,2.625000e+00
14639,-1.229500e+02,3.913000e+01,1.700000e+01,3.800000e+02,6.900000e+01,2.250000e+02,7.200000e+01,3.250000e+00
14640,-1.176600e+02,3.400000e+01,5.000000e+00,1.387000e+03,2.360000e+02,8.550000e+02,2.700000e+02,5.411000e+00
14641,-1.213500e+02,3.800000e+01,6.000000e+00,1.649000e+03,3.690000e+02,7.320000e+02,3.500000e+02,3.423100e+00
14642,-1.238100e+02,3.931000e+01,2.300000e+01,2.754000e+03,5.770000e+02,8.870000e+02,4.320000e+02,3.365400e+00
14643,-1.219400e+02,3.730000e+01,2.500000e+01,1.455000e+03,3.700000e+02,7.340000e+02,3.310000e+02,3.272700e+00
14644,-1.180100e+02,3.374000e+01,2.500000e+01,8.110000e+03,1.264000e+03,3.613000e+03,1.232000e+03,6.060900e+00
14645,-1.213700e+02,3.839000e+01,1.500000e+01,1.883000e+03,2.540000e+02,8.930000e+02,2.560000e+02,6.257500e+00
14646,-1.220100e+02,3.797000e+01,3.200000e+01,3.012000e+03,5.270000e+02,1.288000e+03,5.120000e+02,3.644900e+00
14647,-1.226500e+02,3.840000e+01,2.100000e+01,1.059000e+03,1.500000e+02,4.000000e+02,1.540000e+02,6.858600e+00
14648,-1.213600e+02,3.861000e+01,3.500000e+01,2.355000e+03,3.650000e+02,9.930000e+02,3.540000e+02,5.049200e+00
14649,-1.224900e+02,3.763000e+01,3.100000e+01,1.256000e+03,3.280000e+02,7.850000e+02,2.970000e+02,3.244600e+00
14650,-1.217600e+02,3.857000e+01,1.100000e+01,1.501800e+04,3.008000e+03,7.984000e+03,2.962000e+03,3.137100e+00
14651,-1.180900e+02,3.395000e+01,3.600000e+01,1.991000e+03,3.960000e+02,1.306000e+03,4.030000e+02,4.500000e+00
