Id,F1,F2,F3,F4,F5,F6,F7,F8
24,-1.176000e+02,3.408000e+01,1.500000e+01,2.700000e+03,4.600000e+02,1.432000e+03,4.490000e+02,4.906300e+00
25,-1.181200e+02,3.423000e+01,5.200000e+01,4.330000e+02,6.900000e+01,1.470000e+02,5.300000e+01,3.958300e+00
26,-1.213400e+02,3.802000e+01,3.000000e+01,4.375000e+03,6.890000e+02,2.038000e+03,7.090000e+02,5.120200e+00
27,-1.182400e+02,3.391000e+01,3.700000e+01,1.607000e+03,3.770000e+02,1.526000e+03,3.750000e+02,1.715800e+00
28,-1.179200e+02,3.381000e+01,3.400000e+01,9.880000e+02,1.730000e+02,7.590000e+02,1.840000e+02,5.604700e+00
29,-1.180700e+02,3.406000e+01,3.400000e+01,2.873000e+03,7.180000e+02,2.758000e+03,6.990000e+02,2.598500e+00
30,-1.170900e+02,3.271000e+01,2.900000e+01,2.238000e+03,5.230000e+02,2.061000e+03,5.040000e+02,2.555900e+00
31,-1.198400e+02,3.675000e+01,3.400000e+01,1.186000e+03,3.000000e+02,7.740000e+02,2.710000e+02,1.575000e+00
32,-1.172400e+02,3.415000e+01,2.300000e+01,3.847000e+03,6.080000e+02,1.621000e+03,6.300000e+02,4.611100e+00
33,-1.223100e+02,3.793000e+01,3.600000e+01,1.526000e+03,2.560000e+02,6.960000e+02,2.630000e+02,3.508900e+00
34,-1.180700e+02,3.396000e+01,3.000000e+01,9.280000e+02,2.300000e+02,9.130000e+02,2.140000e+02,2.699100e+00
35,-1.178700e+02,3.369000e+01,4.000000e+00,2.337000e+03,7.680000e+02,9.830000e+02,6.550000e+02,3.717400e+00
36,-1.219600e+02,3.734000e+01,3.600000e+01,8.440000e+02,1.530000e+02,3.730000e+02,1.600000e+02,5.791000e+00
37,-1.219400e+02,3.775000e+01,1.700000e+01,2.559000e+03,3.700000e+02,1.238000e+03,3.770000e+02,6.278100e+00
38,-1.213800e+02,3.868000e+01,4.000000e+01,6.700000e+01,1.700000e+01,5.000000e+01,3.200000e+01,1.759600e+00
39,-1.171800e+02,3.278000e+01,2.100000e+01,4.185000e+03,1.018000e+03,3.122000e+03,9.930000e+02,3.048100e+00
40,-1.165700e+02,3.384000e+01,1.800000e+01,7.962000e+03,1.652000e+03,2.009000e+03,9.210000e+02,3.389700e+00
41,-1.207400e+02,3.939000e+01,1.800000e+01,4.530000e+02,1.170000e+02,1.520000e+02,7.700000e+01,1.352300e+00
42,-1.203700e+02,3.613000e+01,1.000000e+01,2.522000e+03,5.330000e+02,1.335000e+03,4.930000e+02,3.263900e+00
43,-1.176500e+02,3.408000e+01,5.200000e+01,2.264000e+03,4.390000e+02,1.031000e+03,4.370000e+02,3.375000e+00
44,-1.221700e+02,3.773000e+01,4.300000e+01,1.473000e+03,3.710000e+02,1.231000e+03,3.410000e+02,2.158700e+00
45,-1.216200e+02,3.916000e+01,1.600000e+01,2.037000e+03,4.640000e+02,1.267000e+03,4.510000e+02,2.455600e+00
46,-1.223000e+02,3.797000e+01,3.400000e+01,2.854000e+03,5.280000e+02,1.211000e+03,4.520000e+02,3.535300e+00
47,-1.172400e+02,3.336000e+01,1.100000e+01,2.786000e+03,4.800000e+02,1.250000e+03,4.500000e+02,4.500000e+00
48,-1.226900e+02,3.904000e+01,9.000000e+00,2.540000e+02,5.000000e+01,6.600000e+01,2.900000e+01,2.763900e+00
49,-1.222900e+02,3.789000e+01,5.200000e+01,3.171000e+03,6.980000e+02,1.498000e+03,6.960000e+02,3.179500e+00
50,-1.172900e+02,3.313000e+01,4.000000e+00,6.170000e+02,1.050000e+02,2.240000e+02,1.050000e+02,3.920500e+00
51,-1.222600e+02,3.754000e+01,1.300000e+01,1.422000e+03,2.950000e+02,3.950000e+02,1.950000e+02,5.324700e+00
52,-1.220500e+02,3.794000e+01,2.200000e+01,4.162000e+03,1.194000e+03,1.804000e+03,1.185000e+03,2.545900e+00
53,-1.185200e+02,3.421000e+01,3.600000e+01,2.394000e+03,4.240000e+02,1.490000e+03,4.270000e+02,4.326100e+00
54,-1.178400e+02,3.379000e+01,3.700000e+01,2.733000e+03,4.600000e+02,1.378000e+03,4.760000e+02,5.304100e+00
55,-1.224000e+02,4.058000e+01,4.000000e+01,3.895000e+03,9.290000e+02,1.782000e+03,9.100000e+02,1.332900e+00
56,-1.190900e+02,3.642000e+01,1.500000e+01,1.517000e+03,3.610000e+02,1.275000e+03,3.430000e+02,1.587500e+00
57,-1.220100e+02,3.739000e+01,2.600000e+01,2.500000e+03,9.620000e+02,2.374000e+03,8.790000e+02,3.558600e+00
58,-1.181200e+02,3.384000e+01,3.700000e+01,2.143000e+03,3.820000e+02,1.047000e+03,3.770000e+02,4.442300e+00
59,-1.176300e+02,3.346000e+01,7.000000e+00,7.684000e+03,1.088000e+03,2.812000e+03,1.057000e+03,6.340100e+00
60,-1.179600e+02,3.386000e+01,3.500000e+01,2.181000e+03,3.710000e+02,1.249000e+03,3.580000e+02,4.293700e+00
61,-1.185200e+02,3.424000e+01,6.000000e+00,3.218000e+03,9.490000e+02,2.295000e+03,8.760000e+02,3.092600e+00
62,-1.220900e+02,3.760000e+01,3.600000e+01,3.850000e+02,9.400000e+01,2.950000e+02,9.200000e+01,2.970600e+00
63,-1.171000e+02,3.268000e+01,4.200000e+01,2.013000e+03,5.680000e+02,1.920000e+03,5.570000e+02,2.072400e+00
64,-1.180600e+02,3.458000e+01,3.600000e+01,1.493000e+03,2.580000e+02,8.990000e+02,2.600000e+02,3.860000e+00
65,-1.216300e+02,3.912000e+01,3.400000e+01,1.991000e+03,3.480000e+02,8.040000e+02,3.440000e+02,3.449200e+00
66,-1.179300e+02,3.401000e+01,2.300000e+01,3.188000e+03,8.360000e+02,3.883000e+03,8.400000e+02,2.186300e+00
67,-1.182700e+02,3.381000e+01,3.800000e+01,1.607000e+03,3.370000e+02,1.130000e+03,3.340000e+02,4.482100e+00
68,-1.181600e+02,3.412000e+01,3.800000e+01,2.231000e+03,4.890000e+02,9.400000e+02,4.840000e+02,5.416500e+00
69,-1.204900e+02,3.731000e+01,4.500000e+01,1.834000e+03,4.210000e+02,1.405000e+03,4.070000e+02,2.052100e+00
70,-1.224300e+02,3.779000e+01,5.200000e+01,3.486000e+03,8.470000e+02,1.248000e+03,8.130000e+02,7.262300e+00
71,-1.192500e+02,3.579000e+01,8.000000e+00,3.271000e+03,7.970000e+02,2.700000e+03,6.880000e+02,1.741800e+00
72,-1.222400e+02,3.779000e+01,3.900000e+01,1.469000e+03,4.310000e+02,1.464000e+03,3.890000e+02,2.163800e+00
73,-1.173000e+02,3.410000e+01,4.400000e+01,5.890000e+02,1.300000e+02,5.040000e+02,1.370000e+02,1.775000e+00
74,-1.171000e+02,3.336000e+01,1.900000e+01,3.518000e+03,6.580000e+02,2.091000e+03,6.100000e+02,3.261400e+00
75,-1.177100e+02,3.404000e+01,2.000000e+01,1.950000e+03,3.100000e+02,1.054000e+03,3.120000e+02,4.625000e+00
76,-1.182900e+02,3.379000e+01,1.600000e+01,1.867000e+03,5.710000e+02,9.510000e+02,4.980000e+02,3.342700e+00
77,-1.197300e+02,3.444000e+01,4.800000e+01,2.114000e+03,3.900000e+02,9.730000e+02,3.670000e+02,4.802100e+00
78,-1.182200e+02,3.396000e+01,3.500000e+01,1.437000e+03,4.740000e+02,2.113000e+03,4.840000e+02,2.617900e+00
79,-1.219700e+02,3.724000e+01,3.500000e+01,2.553000e+03,5.330000e+02,1.117000e+03,4.980000e+02,4.406300e+00
80,-1.216000e+02,3.983000e+01,1.200000e+01,3.744000e+03,6.990000e+02,1.532000e+03,6.600000e+02,2.307900e+00
81,-1.182300e+02,3.394000e+01,3.500000e+01,1.090000e+03,2.670000e+02,1.339000e+03,2.630000e+02,2.160700e+00
82,-1.169700e+02,3.393000e+01,2.900000e+01,2.793000e+03,7.220000e+02,1.583000e+03,6.260000e+02,1.424000e+00
83,-1.221100e+02,3.741000e+01,3.300000e+01,1.641000e+03,2.840000e+02,6.590000e+02,2.820000e+02,6.088400e+00
84,-1.186400e+02,3.419000e+01,3.000000e+01,2.399000e+03,3.730000e+02,1.062000e+03,3.770000e+02,6.009400e+00
85,-1.178200e+02,3.384000e+01,2.500000e+01,1.788000e+03,2.030000e+02,6.760000e+02,2.170000e+02,1.012990e+01
86,-1.220000e+02,3.836000e+01,3.400000e+01,2.735000e+03,5.390000e+02,1.390000e+03,4.910000e+02,2.726200e+00
87,-1.197000e+02,3.694000e+01,1.500000e+01,1.449000e+03,2.770000e+02,6.490000e+02,2.650000e+02,2.486100e+00
88,-1.181500e+02,3.459000e+01,3.300000e+01,2.111000e+03,4.290000e+02,1.067000e+03,3.970000e+02,3.734400e+00
89,-1.222400e+02,3.780000e+01,5.200000e+01,1.586000e+03,3.980000e+02,1.006000e+03,3.350000e+02,2.134800e+00
90,-1.223700e+02,3.760000e+01,2.600000e+01,1.500000e+01,3.000000e+00,1.100000e+01,3.000000e+00,5.048000e+00
91,-1.183200e+02,3.386000e+01,3.400000e+01,4.950000e+02,9.000000e+01,2.690000e+02,9.300000e+01,6.439100e+00
92,-1.209100e+02,3.873000e+01,1.100000e+01,5.460000e+03,8.590000e+02,2.645000e+03,8.380000e+02,4.835000e+00
93,-1.171700e+02,3.334000e+01,1.500000e+01,3.313000e+03,6.790000e+02,1.022000e+03,5.640000e+02,2.798600e+00
94,-1.221200e+02,3.785000e+01,1.800000e+01,5.252000e+03,6.860000e+02,1.870000e+03,6.570000e+02,8.007400e+00
95,-1.213400e+02,3.869000e+01,1.600000e+01,2.686000e+03,5.160000e+02,1.553000e+03,5.290000e+02,3.785700e+00
96,-1.221100e+02,3.799000e+01,1.000000e+01,2.864000e+03,5.140000e+02,1.300000e+03,5.070000e+02,4.387500e+00
97,-1.177000e+02,3.404000e+01,1.300000e+01,5.301000e+03,1.025000e+03,2.870000e+03,9.840000e+02,3.595400e+00
98,-1.191600e+02,3.428000e+01,1.100000e+01,5.330000e+03,1.056000e+03,2.801000e+03,1.028000e+03,4.763000e+00
99,-1.183100e+02,3.406000e+01,3.000000e+01,3.110000e+03,1.269000e+03,2.535000e+03,1.218000e+03,1.698700e+00
100,-1.182300e+02,3.414000e+01,2.500000e+01,2.864000e+03,8.440000e+02,1.745000e+03,8.030000e+02,2.916700e+00
101,-1.213400e+02,3.798000e+01,8.000000e+00,2.628000e+03,4.280000e+02,1.158000e+03,3.930000e+02,5.300200e+00
102,-1.182600e+02,3.407000e+01,5.200000e+01,8.300000e+02,2.000000e+02,7.010000e+02,1.890000e+02,2.762500e+00
103,-1.220400e+02,3.796000e+01,2.800000e+01,1.207000e+03,2.520000e+02,7.240000e+02,2.520000e+02,3.696400e+00
104,-1.182500e+02,3.423000e+01,4.100000e+01,1.979000e+03,4.960000e+02,1.157000e+03,4.590000e+02,4.408300e+00
105,-1.181300e+02,3.382000e+01,3.600000e+01,6.650000e+02,1.140000e+02,2.730000e+02,1.120000e+02,3.732100e+00
106,-1.183100e+02,3.400000e+01,5.200000e+01,1.542000e+03,3.090000e+02,9.390000e+02,2.760000e+02,1.689200e+00
107,-1.195900e+02,3.664000e+01,2.700000e+01,8.230000e+02,1.710000e+02,7.980000e+02,2.000000e+02,3.052100e+00
108,-1.173100e+02,3.410000e+01,2.800000e+01,2.899000e+03,7.550000e+02,2.406000e+03,6.550000e+02,1.520800e+00
109,-1.170800e+02,3.270000e+01,3.500000e+01,1.477000e+03,2.640000e+02,8.520000e+02,2.790000e+02,3.178600e+00
110,-1.189800e+02,3.803000e+01,1.500000e+01,9.910000e+02,2.770000e+02,4.190000e+02,1.700000e+02,3.546900e+00
111,-1.171400e+02,3.276000e+01,3.500000e+01,2.539000e+03,6.610000e+02,1.308000e+03,6.290000e+02,2.677700e+00
112,-1.203800e+02,4.098000e+01,2.700000e+01,7.770000e+02,1.850000e+02,3.180000e+02,1.150000e+02,1.683300e+00
113,-1.222100e+02,3.780000e+01,5.000000e+01,2.833000e+03,6.050000e+02,1.260000e+03,5.520000e+02,2.892900e+00
114,-1.224100e+02,3.776000e+01,5.200000e+01,4.920000e+02,1.390000e+02,3.160000e+02,1.680000e+02,3.086500e+00
115,-1.225000e+02,3.775000e+01,4.300000e+01,2.373000e+03,4.810000e+02,1.247000e+03,4.540000e+02,4.098500e+00
116,-1.165600e+02,3.305000e+01,1.500000e+01,1.985000e+03,3.610000e+02,5.360000e+02,2.090000e+02,4.125000e+00
117,-1.172300e+02,3.286000e+01,1.600000e+01,1.200000e+03,4.680000e+02,6.480000e+02,4.430000e+02,3.045000e+00
118,-1.188300e+02,3.527000e+01,3.300000e+01,1.190000e+03,2.170000e+02,7.170000e+02,1.960000e+02,2.630200e+00
119,-1.213000e+02,3.798000e+01,4.700000e+01,2.373000e+03,4.610000e+02,9.900000e+02,4.440000e+02,4.175000e+00
120,-1.172100e+02,3.281000e+01,3.300000e+01,4.773000e+03,8.730000e+02,1.954000e+03,8.450000e+02,4.386200e+00
121,-1.190100e+02,3.535000e+01,3.400000e+01,1.354000e+03,3.250000e+02,9.220000e+02,3.040000e+02,2.187500e+00
122,-1.171800e+02,3.277000e+01,2.300000e+01,1.215000e+03,2.250000e+02,5.920000e+02,2.240000e+02,3.400000e+00
123,-1.171900e+02,3.314000e+01,1.200000e+01,3.652000e+03,9.230000e+02,1.677000e+03,7.280000e+02,2.326700e+00
124,-1.183100e+02,3.383000e+01,5.000000e+01,6.960000e+02,3.110000e+02,3.820000e+02,2.340000e+02,2.775000e+00
125,-1.174600e+02,3.393000e+01,1.600000e+01,4.112000e+03,8.800000e+02,2.821000e+03,8.570000e+02,3.012200e+00
126,-1.212000e+02,3.868000e+01,9.000000e+00,2.200000e+03,4.220000e+02,9.380000e+02,3.690000e+02,3.489600e+00
127,-1.181200e+02,3.399000e+01,2.400000e+01,1.705000e+03,4.790000e+02,2.037000e+03,4.590000e+02,2.421900e+00
128,-1.207000e+02,3.869000e+01,1.300000e+01,4.492000e+03,8.210000e+02,2.093000e+03,7.340000e+02,4.070900e+00
129,-1.212500e+02,3.632000e+01,1.200000e+01,4.776000e+03,1.082000e+03,4.601000e+03,1.066000e+03,2.918400e+00
130,-1.190000e+02,3.535000e+01,3.100000e+01,2.931000e+03,7.160000e+02,1.969000e+03,5.880000e+02,2.215500e+00
131,-1.222700e+02,3.783000e+01,4.900000e+01,1.215000e+03,2.820000e+02,5.700000e+02,2.640000e+02,1.486100e+00
132,-1.170700e+02,3.300000e+01,4.000000e+00,9.153000e+03,1.866000e+03,3.775000e+03,1.698000e+03,4.955000e+00
133,-1.224200e+02,3.780000e+01,5.200000e+01,4.985000e+03,1.355000e+03,1.848000e+03,1.255000e+03,4.921100e+00
134,-1.170400e+02,3.277000e+01,1.600000e+01,7.963000e+03,1.881000e+03,3.769000e+03,1.804000e+03,2.962400e+00
135,-1.181400e+02,3.395000e+01,3.700000e+01,1.462000e+03,2.430000e+02,6.000000e+02,2.360000e+02,5.201500e+00
136,-1.172000e+02,3.280000e+01,3.300000e+01,2.573000e+03,4.360000e+02,1.084000e+03,4.430000e+02,4.241700e+00
137,-1.182600e+02,3.391000e+01,3.900000e+01,9.670000e+02,2.560000e+02,9.030000e+02,2.560000e+02,1.903800e+00
138,-1.226900e+02,3.834000e+01,1.600000e+01,1.683000e+03,3.410000e+02,8.800000e+02,3.270000e+02,3.285700e+00
139,-1.155600e+02,3.278000e+01,3.500000e+01,1.185000e+03,2.020000e+02,6.150000e+02,1.910000e+02,4.615400e+00
140,-1.224200e+02,3.766000e+01,2.600000e+01,3.253000e+03,9.320000e+02,2.246000e+03,8.550000e+02,2.663100e+00
141,-1.203600e+02,3.613000e+01,2.900000e+01,1.938000e+03,4.340000e+02,1.306000e+03,4.150000e+02,3.013400e+00
142,-1.182200e+02,3.394000e+01,4.000000e+01,9.300000e+02,2.580000e+02,1.203000e+03,2.440000e+02,2.593800e+00
143,-1.178700e+02,3.408000e+01,3.300000e+01,4.518000e+03,7.160000e+02,2.037000e+03,7.640000e+02,5.601500e+00
144,-1.169600e+02,3.280000e+01,2.500000e+01,3.421000e+03,8.030000e+02,1.681000e+03,7.420000e+02,3.369000e+00
145,-1.181000e+02,3.399000e+01,3.600000e+01,1.529000e+03,2.900000e+02,1.271000e+03,2.870000e+02,3.687500e+00
146,-1.182600e+02,3.423000e+01,4.300000e+01,1.428000e+03,3.250000e+02,8.360000e+02,3.020000e+02,4.575900e+00
147,-1.179100e+02,3.364000e+01,3.800000e+01,2.222000e+03,5.420000e+02,1.067000e+03,5.120000e+02,2.855300e+00
148,-1.212500e+02,3.869000e+01,1.700000e+01,3.050000e+03,4.810000e+02,1.490000e+03,4.890000e+02,4.556200e+00
149,-1.197300e+02,3.445000e+01,4.400000e+01,2.261000e+03,3.280000e+02,7.630000e+02,2.940000e+02,6.744900e+00
150,-1.179800e+02,3.373000e+01,2.200000e+01,4.232000e+03,6.240000e+02,2.408000e+03,6.600000e+02,6.653900e+00
151,-1.176900e+02,3.360000e+01,1.700000e+01,2.150000e+03,3.610000e+02,1.194000e+03,3.350000e+02,5.462200e+00
152,-1.169200e+02,3.363000e+01,1.800000e+01,3.970000e+02,8.900000e+01,2.390000e+02,8.000000e+01,2.812500e+00
153,-1.215200e+02,3.951000e+01,3.000000e+01,3.085000e+03,6.100000e+02,1.688000e+03,5.750000e+02,2.334000e+00
154,-1.209500e+02,3.773000e+01,1.200000e+01,3.609000e+03,7.120000e+02,2.650000e+03,7.420000e+02,2.856500e+00
155,-1.186000e+02,3.421000e+01,2.100000e+01,9.512000e+03,2.560000e+03,7.282000e+03,2.387000e+03,2.803900e+00
156,-1.185600e+02,3.419000e+01,3.400000e+01,2.579000e+03,5.610000e+02,1.237000e+03,5.170000e+02,4.433000e+00
157,-1.211000e+02,3.833000e+01,1.400000e+01,1.357000e+03,2.470000e+02,6.950000e+02,2.240000e+02,4.197400e+00
158,-1.181400e+02,3.388000e+01,2.400000e+01,3.305000e+03,9.820000e+02,2.085000e+03,8.810000e+02,2.664100e+00
159,-1.223300e+02,3.789000e+01,4.200000e+01,1.342000e+03,2.910000e+02,5.510000e+02,2.660000e+02,4.526800e+00
160,-1.171000e+02,3.264000e+01,2.900000e+01,1.578000e+03,4.600000e+02,1.236000e+03,4.610000e+02,2.565800e+00
161,-1.183600e+02,3.396000e+01,2.500000e+01,1.849000e+03,5.180000e+02,1.498000e+03,4.510000e+02,2.837800e+00
162,-1.178400e+02,3.365000e+01,4.000000e+00,1.649000e+03,4.560000e+02,1.030000e+03,4.110000e+02,2.226200e+00
163,-1.175900e+02,3.366000e+01,4.000000e+00,1.318000e+03,2.180000e+02,6.730000e+02,2.250000e+02,6.072200e+00
164,-1.220300e+02,3.755000e+01,2.600000e+01,3.087000e+03,5.320000e+02,1.597000e+03,4.830000e+02,4.911800e+00
165,-1.183900e+02,3.388000e+01,3.100000e+01,1.448000e+03,2.440000e+02,6.070000e+02,2.590000e+02,8.151300e+00
166,-1.218400e+02,3.735000e+01,2.200000e+01,2.914000e+03,7.680000e+02,2.962000e+03,7.620000e+02,2.203100e+00
167,-1.179300e+02,3.387000e+01,2.900000e+01,1.221000e+03,3.710000e+02,1.822000e+03,3.260000e+02,1.793500e+00
168,-1.180900e+02,3.403000e+01,2.700000e+01,3.797000e+03,5.970000e+02,2.043000e+03,6.140000e+02,5.500000e+00
169,-1.177500e+02,3.361000e+01,1.700000e+01,2.499000e+03,5.660000e+02,7.810000e+02,5.220000e+02,3.177900e+00
170,-1.179600e+02,3.365000e+01,1.800000e+01,3.603000e+03,8.790000e+02,1.549000e+03,7.560000e+02,4.022900e+00
171,-1.178200e+02,3.405000e+01,2.100000e+01,4.031000e+03,9.230000e+02,2.558000e+03,8.340000e+02,3.164100e+00
172,-1.219900e+02,3.733000e+01,3.300000e+01,2.023000e+03,4.250000e+02,1.016000e+03,4.050000e+02,3.941700e+00
173,-1.218000e+02,3.719000e+01,4.500000e+01,1.797000e+03,3.030000e+02,8.700000e+02,2.810000e+02,4.541700e+00
174,-1.180800e+02,3.382000e+01,3.000000e+01,2.636000e+03,6.520000e+02,3.412000e+03,6.490000e+02,2.809500e+00
175,-1.179200e+02,3.373000e+01,1.400000e+01,5.147000e+03,1.182000e+03,3.171000e+03,1.126000e+03,3.992900e+00
176,-1.172500e+02,3.449000e+01,4.000000e+00,2.372000e+03,3.610000e+02,1.017000e+03,3.220000e+02,5.111200e+00
177,-1.221400e+02,3.767000e+01,3.700000e+01,3.156000e+03,5.340000e+02,1.495000e+03,5.430000e+02,4.812500e+00
178,-1.221300e+02,3.740000e+01,2.900000e+01,6.027000e+03,1.195000e+03,2.687000e+03,1.171000e+03,5.133500e+00
179,-1.182500e+02,3.391000e+01,3.600000e+01,1.950000e+03,3.650000e+02,1.125000e+03,3.740000e+02,3.111100e+00
180,-1.192900e+02,3.429000e+01,3.300000e+01,3.854000e+03,9.820000e+02,1.835000e+03,8.940000e+02,3.529400e+00
181,-1.220300e+02,3.761000e+01,3.300000e+01,1.518000e+03,3.020000e+02,8.310000e+02,2.680000e+02,5.097000e+00
182,-1.183600e+02,3.409000e+01,3.600000e+01,1.616000e+03,4.650000e+02,7.730000e+02,4.290000e+02,2.600000e+00
183,-1.219500e+02,3.778000e+01,4.000000e+00,1.465200e+04,2.826000e+03,5.613000e+03,2.579000e+03,6.394200e+00
184,-1.178000e+02,3.355000e+01,3.500000e+01,2.067000e+03,4.280000e+02,7.240000e+02,3.770000e+02,5.837100e+00
185,-1.216200e+02,3.976000e+01,1.400000e+01,2.063000e+03,5.590000e+02,9.340000e+02,5.290000e+02,1.778800e+00
186,-1.170100e+02,3.375000e+01,1.500000e+01,2.873000e+03,9.030000e+02,1.094000e+03,6.590000e+02,1.801500e+00
187,-1.192900e+02,3.612000e+01,2.400000e+01,1.248000e+03,2.260000e+02,6.410000e+02,2.000000e+02,2.472200e+00
188,-1.219500e+02,3.725000e+01,3.400000e+01,2.906000e+03,5.440000e+02,1.282000e+03,5.220000e+02,5.512700e+00
189,-1.228900e+02,4.076000e+01,1.400000e+01,7.120000e+02,1.310000e+02,2.700000e+02,9.000000e+01,2.395800e+00
190,-1.185400e+02,3.421000e+01,2.200000e+01,6.064000e+03,1.826000e+03,4.876000e+03,1.697000e+03,2.875000e+00
191,-1.220400e+02,3.696000e+01,4.400000e+01,1.294000e+03,2.690000e+02,6.450000e+02,2.590000e+02,3.243700e+00
192,-1.225200e+02,3.899000e+01,1.600000e+01,9.750000e+02,2.190000e+02,3.370000e+02,1.550000e+02,1.660700e+00
193,-1.221500e+02,3.743000e+01,2.000000e+01,1.170900e+04,3.618000e+03,7.604000e+03,3.589000e+03,1.904500e+00
194,-1.181300e+02,3.388000e+01,3.200000e+01,3.088000e+03,1.024000e+03,1.981000e+03,9.560000e+02,2.202700e+00
195,-1.182600e+02,3.385000e+01,2.500000e+01,2.324000e+03,3.260000e+02,1.087000e+03,3.280000e+02,5.293000e+00
196,-1.224500e+02,3.777000e+01,5.200000e+01,2.339000e+03,5.480000e+02,1.090000e+03,5.070000e+02,3.367900e+00
197,-1.223400e+02,3.794000e+01,4.400000e+01,1.917000e+03,4.440000e+02,9.360000e+02,4.350000e+02,2.739100e+00
198,-1.178900e+02,3.368000e+01,8.000000e+00,5.278000e+03,1.575000e+03,2.389000e+03,1.371000e+03,3.340900e+00
199,-1.222900e+02,3.776000e+01,1.800000e+01,2.873000e+03,7.630000e+02,1.243000e+03,6.630000e+02,5.170200e+00
200,-1.177900e+02,3.368000e+01,9.000000e+00,1.633000e+03,2.950000e+02,9.280000e+02,2.970000e+02,5.785800e+00
201,-1.224100e+02,3.774000e+01,5.200000e+01,8.310000e+02,1.750000e+02,4.150000e+02,1.590000e+02,1.946400e+00
202,-1.181700e+02,3.395000e+01,2.300000e+01,1.991000e+03,5.840000e+02,1.380000e+03,5.350000e+02,1.910700e+00
203,-1.183700e+02,3.382000e+01,3.600000e+01,2.463000e+03,4.470000e+02,1.125000e+03,4.240000e+02,6.017600e+00
204,-1.196700e+02,3.674000e+01,1.900000e+01,2.788000e+03,6.140000e+02,1.365000e+03,5.250000e+02,2.781300e+00
205,-1.224800e+02,3.774000e+01,5.200000e+01,2.453000e+03,5.080000e+02,1.056000e+03,4.530000e+02,3.685900e+00
206,-1.191800e+02,3.419000e+01,3.600000e+01,4.519000e+03,1.081000e+03,4.818000e+03,1.061000e+03,2.856100e+00
207,-1.179300e+02,3.362000e+01,3.700000e+01,2.204000e+03,4.280000e+02,8.070000e+02,4.100000e+02,7.051600e+00
