Id,Expected
433,9.750000e+04
434,1.202000e+05
435,2.292000e+05
436,1.031000e+05
437,5.000010e+05
438,1.106000e+05
439,8.040000e+04
440,5.410000e+04
441,3.182000e+05
442,1.072000e+05
443,5.000010e+05
444,3.810000e+05
445,3.781000e+05
446,3.065000e+05
447,1.138000e+05
448,1.900000e+05
449,1.620000e+05
450,1.245000e+05
451,9.060000e+04
452,1.945000e+05
453,3.354000e+05
454,9.790000e+04
455,7.520000e+04
456,2.125000e+05
457,2.169000e+05
458,2.128000e+05
459,5.000000e+04
460,1.534000e+05
461,2.929000e+05
462,1.752000e+05
463,3.871000e+05
464,1.293000e+05
465,4.773000e+05
466,1.958000e+05
467,8.390000e+04
468,1.531000e+05
469,1.592000e+05
470,2.239000e+05
471,1.648000e+05
472,2.480000e+05
473,1.603000e+05
474,6.050000e+04
475,1.419000e+05
476,3.867000e+05
477,1.517000e+05
478,1.633000e+05
479,4.526000e+05
480,2.209000e+05
481,7.640000e+04
482,9.440000e+04
483,2.083000e+05
484,5.000010e+05
485,1.766000e+05
486,9.220000e+04
487,1.586000e+05
488,7.680000e+04
489,4.227000e+05
490,1.023000e+05
491,1.695000e+05
492,1.012000e+05
493,1.375000e+05
494,2.712000e+05
495,2.042000e+05
496,3.694000e+05
497,3.750000e+05
498,1.426000e+05
499,2.244000e+05
500,2.412000e+05
501,1.547000e+05
502,1.733000e+05
503,1.398000e+05
504,1.668000e+05
505,1.925000e+05
506,1.233000e+05
507,7.870000e+04
508,2.434000e+05
509,2.229000e+05
510,2.870000e+05
511,2.646000e+05
512,2.252000e+05
513,1.818000e+05
514,2.000000e+05
515,2.218000e+05
516,9.820000e+04
517,6.000000e+04
518,3.125000e+05
519,6.890000e+04
520,1.612000e+05
521,2.150000e+05
522,8.470000e+04
523,1.348000e+05
524,4.771000e+05
525,5.180000e+04
526,1.125000e+05
527,1.605000e+05
528,1.768000e+05
529,3.242000e+05
530,9.120000e+04
531,9.620000e+04
532,2.383000e+05
533,2.274000e+05
534,1.185000e+05
535,2.740000e+05
536,1.964000e+05
537,3.115000e+05
538,8.570000e+04
539,1.918000e+05
540,2.285000e+05
541,6.750000e+04
542,1.012000e+05
543,2.662000e+05
544,1.525000e+05
545,7.920000e+04
546,2.319000e+05
547,5.000010e+05
548,5.530000e+04
549,6.040000e+04
550,1.992000e+05
551,1.672000e+05
552,3.004000e+05
553,7.040000e+04
554,2.696000e+05
555,1.550000e+05
556,9.060000e+04
557,1.213000e+05
558,2.723000e+05
559,3.955000e+05
560,1.489000e+05
561,2.422000e+05
562,1.915000e+05
563,2.224000e+05
564,5.000010e+05
565,1.580000e+05
566,1.922000e+05
567,2.393000e+05
568,2.964000e+05
569,2.862000e+05
570,3.429000e+05
571,1.748000e+05
572,1.526000e+05
573,9.170000e+04
574,1.375000e+05
575,2.267000e+05
576,1.167000e+05
577,1.441000e+05
578,2.184000e+05
579,3.413000e+05
580,1.262000e+05
581,2.850000e+05
582,1.462000e+05
583,1.482000e+05
584,1.390000e+05
585,5.000010e+05
586,1.452000e+05
587,3.374000e+05
588,2.000000e+05
589,2.333000e+05
590,2.021000e+05
591,1.900000e+05
592,1.236000e+05
593,1.013000e+05
594,2.250000e+05
595,1.344000e+05
596,1.627000e+05
597,2.410000e+05
598,1.116000e+05
599,5.000010e+05
600,2.452000e+05
601,1.142000e+05
602,2.125000e+05
603,1.625000e+05
604,4.521000e+05
605,1.865000e+05
606,6.180000e+04
607,1.875000e+05
608,7.050000e+04
609,1.825000e+05
610,3.772000e+05
611,3.182000e+05
612,1.584000e+05
613,1.795000e+05
614,5.000010e+05
615,4.500000e+05
616,2.520000e+05
617,2.682000e+05
618,8.420000e+04
619,9.930000e+04
620,2.685000e+05
621,8.760000e+04
622,3.477000e+05
623,7.240000e+04
624,2.028000e+05
625,1.364000e+05
626,9.470000e+04
627,3.500000e+05
628,2.479000e+05
629,1.160000e+05
630,7.150000e+04
631,2.694000e+05
632,1.002000e+05
633,2.090000e+05
634,1.750000e+05
635,1.653000e+05
636,1.051000e+05
637,5.000010e+05
638,2.550000e+05
639,1.063000e+05
640,2.250000e+05
641,1.750000e+05
642,1.446000e+05
643,1.104000e+05
644,2.152000e+05
645,2.911000e+05
646,7.600000e+04
647,3.692000e+05
648,9.130000e+04
649,3.293000e+05
650,3.279000e+05
651,2.383000e+05
652,2.724000e+05
653,3.786000e+05
654,5.000010e+05
655,2.170000e+05
656,5.000010e+05
657,2.226000e+05
658,1.743000e+05
659,5.500000e+04
660,1.063000e+05
661,3.370000e+05
662,2.683000e+05
663,3.847000e+05
664,2.249000e+05
665,7.690000e+04
666,2.459000e+05
667,9.950000e+04
668,3.935000e+05
669,9.030000e+04
670,1.375000e+05
671,9.740000e+04
672,2.370000e+05
673,2.878000e+05
674,6.320000e+04
675,1.368000e+05
676,1.255000e+05
677,2.725000e+05
678,1.500000e+05
679,5.000000e+05
680,1.307000e+05
681,2.311000e+05
682,5.000010e+05
683,1.438000e+05
684,3.319000e+05
685,9.240000e+04
686,8.020000e+04
687,2.320000e+05
688,1.344000e+05
689,3.487000e+05
690,2.601000e+05
691,2.250000e+05
692,1.048000e+05
693,6.690000e+04
694,1.824000e+05
695,1.633000e+05
696,9.750000e+04
697,2.417000e+05
698,2.645000e+05
699,8.960000e+04
700,3.759000e+05
701,8.290000e+04
702,3.442000e+05
703,6.210000e+04
704,2.545000e+05
705,8.620000e+04
706,1.589000e+05
707,1.705000e+05
708,1.432000e+05
709,2.418000e+05
710,2.913000e+05
711,1.304000e+05
712,3.325000e+05
713,1.583000e+05
714,1.517000e+05
715,1.835000e+05
716,2.643000e+05
717,9.460000e+04
718,3.529000e+05
719,2.095000e+05
720,1.375000e+05
721,1.449000e+05
722,2.545000e+05
723,2.000000e+05
724,6.310000e+04
725,4.592000e+05
726,1.080000e+05
727,8.110000e+04
728,1.375000e+05
729,2.594000e+05
730,6.000000e+04
731,2.088000e+05
732,5.000010e+05
733,2.000000e+05
734,1.959000e+05
735,1.503000e+05
736,2.754000e+05
737,1.456000e+05
738,1.883000e+05
739,1.327000e+05
740,2.688000e+05
741,3.185000e+05
742,7.530000e+04
743,2.394000e+05
744,1.018000e+05
745,2.178000e+05
746,8.910000e+04
747,8.420000e+04
748,3.714000e+05
749,2.581000e+05
750,5.000010e+05
751,2.832000e+05
752,1.654000e+05
753,2.068000e+05
754,8.470000e+04
755,1.028000e+05
756,3.125000e+05
757,1.987000e+05
758,7.140000e+04
759,2.068000e+05
760,1.250000e+05
761,2.449000e+05
762,1.791000e+05
763,1.438000e+05
764,3.125000e+05
765,2.896000e+05
766,1.114000e+05
767,1.144000e+05
768,3.518000e+05
769,1.500000e+05
770,2.937000e+05
771,1.462000e+05
772,3.951000e+05
773,2.549000e+05
774,7.400000e+04
775,5.700000e+04
776,1.972000e+05
777,9.880000e+04
778,1.014000e+05
779,1.014000e+05
780,3.200000e+05
781,2.295000e+05
782,6.700000e+04
783,2.118000e+05
784,1.639000e+05
785,7.230000e+04
786,2.813000e+05
787,1.714000e+05
788,3.467000e+05
789,1.299000e+05
790,2.400000e+05
791,1.556000e+05
792,1.250000e+05
793,1.556000e+05
794,2.312000e+05
795,3.203000e+05
796,2.477000e+05
797,1.386000e+05
798,2.099000e+05
799,3.273000e+05
800,9.580000e+04
801,1.265000e+05
802,1.193000e+05
803,1.125000e+05
804,2.298000e+05
805,2.632000e+05
806,2.048000e+05
807,2.594000e+05
808,2.167000e+05
809,1.206000e+05
810,2.125000e+05
811,1.783000e+05
812,1.975000e+05
813,2.212000e+05
814,4.004000e+05
815,2.613000e+05
816,3.767000e+05
817,2.909000e+05
818,8.450000e+04
819,4.758000e+05
820,1.488000e+05
821,1.330000e+05
822,3.481000e+05
823,1.106000e+05
824,2.409000e+05
825,3.880000e+04
826,1.854000e+05
827,2.614000e+05
828,4.058000e+05
829,1.813000e+05
830,2.825000e+05
831,2.700000e+05
832,2.190000e+05
833,1.661000e+05
834,5.290000e+04
835,3.555000e+05
836,9.600000e+04
837,1.851000e+05
838,1.768000e+05
839,2.750000e+05
840,2.933000e+05
841,3.762000e+05
842,1.490000e+05
843,4.023000e+05
844,2.455000e+05
845,1.978000e+05
846,2.371000e+05
847,4.986000e+05
848,1.793000e+05
849,5.960000e+04
850,2.266000e+05
851,5.280000e+04
852,1.631000e+05
853,1.720000e+05
854,1.136000e+05
855,2.317000e+05
856,5.000010e+05
857,6.750000e+04
858,3.938000e+05
859,1.575000e+05
860,2.644000e+05
861,2.685000e+05
862,5.000010e+05
863,1.479000e+05
864,1.940000e+05
865,2.081000e+05
866,1.861000e+05
867,2.647000e+05
868,6.350000e+04
869,1.906000e+05
870,2.667000e+05
871,8.780000e+04
872,2.225000e+05
873,3.000000e+05
874,1.610000e+05
875,3.367000e+05
876,2.250000e+05
877,4.153000e+05
878,2.312000e+05
879,1.382000e+05
880,4.374000e+05
881,2.671000e+05
882,3.089000e+05
883,2.225000e+05
884,1.984000e+05
885,1.742000e+05
886,1.633000e+05
887,2.719000e+05
888,5.000010e+05
889,5.000010e+05
890,4.833000e+05
891,9.930000e+04
892,3.438000e+05
893,1.150000e+05
894,1.320000e+05
895,1.939000e+05
896,1.530000e+05
897,2.031000e+05
898,3.337000e+05
899,5.250000e+04
900,1.534000e+05
901,1.344000e+05
902,9.780000e+04
903,2.201000e+05
904,2.519000e+05
905,1.116000e+05
906,4.770000e+04
907,2.968000e+05
908,5.000010e+05
909,2.309000e+05
910,2.474000e+05
911,9.590000e+04
912,1.375000e+05
913,2.583000e+05
914,8.690000e+04
915,3.500000e+05
916,2.477000e+05
917,1.194000e+05
918,1.622000e+05
919,1.659000e+05
920,9.660000e+04
921,1.938000e+05
922,5.000010e+05
923,1.875000e+05
924,2.738000e+05
925,2.830000e+04
926,8.330000e+04
927,1.844000e+05
928,1.865000e+05
929,2.633000e+05
930,1.662000e+05
931,3.340000e+05
932,1.271000e+05
933,2.588000e+05
934,2.212000e+05
935,1.622000e+05
936,2.429000e+05
937,8.610000e+04
938,1.507000e+05
939,2.207000e+05
940,1.483000e+05
941,4.800000e+04
942,1.831000e+05
943,5.340000e+04
944,1.314000e+05
945,1.278000e+05
946,2.320000e+05
947,2.400000e+05
948,1.652000e+05
949,3.636000e+05
950,1.252000e+05
951,7.380000e+04
952,1.059000e+05
953,2.667000e+05
954,8.700000e+04
955,8.440000e+04
956,1.504000e+05
957,5.000010e+05
958,2.976000e+05
959,2.603000e+05
960,3.068000e+05
961,3.824000e+05
962,4.333000e+05
963,1.500000e+05
964,2.091000e+05
965,1.835000e+05
966,1.640000e+05
967,1.297000e+05
968,7.630000e+04
969,7.650000e+04
970,1.844000e+05
971,2.471000e+05
972,5.000010e+05
973,1.375000e+05
974,1.919000e+05
975,1.416000e+05
976,2.613000e+05
977,1.000000e+05
978,1.918000e+05
979,2.954000e+05
980,1.188000e+05
981,2.426000e+05
982,1.010000e+05
983,2.180000e+05
984,1.420000e+05
985,3.369000e+05
986,5.000010e+05
987,1.400000e+05
988,3.935000e+05
989,2.520000e+05
990,2.368000e+05
991,3.038000e+05
992,4.563000e+05
993,1.223000e+05
994,7.780000e+04
995,1.724000e+05
996,1.845000e+05
997,2.375000e+05
998,1.375000e+05
999,2.973000e+05
1000,9.280000e+04
1001,1.875000e+05
1002,2.845000e+05
1003,1.394000e+05
1004,1.568000e+05
1005,3.683000e+05
1006,2.308000e+05
1007,1.083000e+05
1008,2.139000e+05
1009,2.143000e+05
1010,3.169000e+05
1011,1.837000e+05
1012,2.362000e+05
1013,1.558000e+05
1014,4.251000e+05
1015,1.146000e+05
1016,1.356000e+05
1017,4.500000e+05
1018,9.960000e+04
1019,8.270000e+04
1020,1.394000e+05
1021,7.430000e+04
1022,1.421000e+05
1023,1.133000e+05
1024,9.360000e+04
1025,7.050000e+04
1026,9.490000e+04
1027,3.550000e+05
1028,2.006000e+05
1029,4.691000e+05
1030,1.047000e+05
1031,8.470000e+04
1032,5.000010e+05
1033,3.556000e+05
1034,1.542000e+05
1035,1.785000e+05
1036,2.900000e+05
1037,1.516000e+05
1038,3.500000e+05
1039,2.027000e+05
1040,1.956000e+05
1041,1.151000e+05
1042,1.375000e+05
1043,6.040000e+04
1044,3.559000e+05
1045,1.183000e+05
1046,1.403000e+05
1047,1.070000e+05
1048,4.830000e+04
1049,5.000010e+05
1050,2.583000e+05
1051,2.096000e+05
1052,2.799000e+05
1053,1.783000e+05
1054,1.188000e+05
1055,2.869000e+05
1056,1.817000e+05
1057,1.174000e+05
1058,9.580000e+04
1059,1.584000e+05
1060,1.301000e+05
1061,1.875000e+05
1062,1.319000e+05
1063,1.080000e+05
1064,1.063000e+05
1065,3.357000e+05
1066,1.904000e+05
1067,3.320000e+05
1068,1.408000e+05
1069,2.583000e+05
1070,2.389000e+05
1071,3.168000e+05
1072,2.530000e+05
1073,1.839000e+05
1074,1.336000e+05
1075,9.000000e+04
1076,1.185000e+05
1077,8.130000e+04
1078,1.741000e+05
1079,1.734000e+05
1080,2.141000e+05
1081,6.810000e+04
1082,1.714000e+05
1083,1.003000e+05
1084,2.083000e+05
1085,2.226000e+05
1086,1.868000e+05
1087,1.684000e+05
1088,1.224000e+05
1089,9.090000e+04
1090,1.648000e+05
1091,7.970000e+04
1092,9.170000e+04
1093,1.313000e+05
1094,1.500000e+05
1095,1.577000e+05
1096,5.000010e+05
1097,4.694000e+05
1098,9.340000e+04
1099,7.320000e+04
1100,2.387000e+05
1101,2.941000e+05
1102,1.115000e+05
1103,3.600000e+05
1104,3.092000e+05
1105,1.042000e+05
1106,5.500000e+04
1107,1.226000e+05
1108,9.800000e+04
1109,4.912000e+05
1110,1.467000e+05
1111,9.480000e+04
1112,3.507000e+05
1113,1.194000e+05
1114,8.690000e+04
1115,2.164000e+05
1116,2.521000e+05
1117,2.647000e+05
1118,3.325000e+05
1119,1.981000e+05
1120,1.603000e+05
1121,1.625000e+05
1122,1.882000e+05
1123,1.620000e+05
1124,2.841000e+05
1125,2.013000e+05
1126,5.000010e+05
1127,1.581000e+05
1128,2.931000e+05
1129,1.479000e+05
1130,1.253000e+05
1131,7.680000e+04
1132,2.451000e+05
1133,6.750000e+04
1134,1.898000e+05
1135,1.538000e+05
1136,4.199000e+05
1137,2.544000e+05
1138,1.691000e+05
1139,2.161000e+05
1140,1.661000e+05
1141,1.119000e+05
1142,1.063000e+05
1143,9.520000e+04
1144,1.750000e+05
1145,9.160000e+04
1146,5.000010e+05
1147,2.766000e+05
1148,5.000010e+05
1149,2.000000e+05
1150,1.593000e+05
1151,5.000010e+05
1152,2.956000e+05
1153,2.690000e+04
1154,5.870000e+04
1155,1.403000e+05
1156,1.115000e+05
1157,1.907000e+05
1158,4.417000e+05
1159,3.160000e+05
1160,3.910000e+05
1161,4.925000e+05
1162,1.172000e+05
1163,1.209000e+05
1164,5.000010e+05
1165,7.380000e+04
1166,1.446000e+05
1167,7.870000e+04
1168,1.345000e+05
1169,1.426000e+05
1170,9.380000e+04
1171,2.348000e+05
1172,5.000010e+05
1173,1.375000e+05
1174,5.210000e+04
1175,9.500000e+04
1176,6.830000e+04
1177,2.932000e+05
1178,3.923000e+05
1179,2.825000e+05
1180,1.875000e+05
1181,1.429000e+05
1182,3.373000e+05
1183,5.000010e+05
1184,2.389000e+05
1185,6.330000e+04
1186,9.750000e+04
1187,9.120000e+04
1188,3.295000e+05
1189,1.897000e+05
1190,2.279000e+05
1191,1.823000e+05
1192,1.836000e+05
1193,2.061000e+05
1194,4.286000e+05
1195,5.000010e+05
1196,3.000000e+05
1197,1.844000e+05
1198,2.695000e+05
1199,1.367000e+05
1200,1.425000e+05
1201,1.072000e+05
1202,4.203000e+05
1203,7.880000e+04
1204,5.000010e+05
1205,1.279000e+05
1206,1.627000e+05
1207,1.420000e+05
1208,6.700000e+04
1209,1.037000e+05
1210,1.639000e+05
1211,1.433000e+05
1212,1.484000e+05
1213,2.608000e+05
1214,2.000000e+05
1215,5.000010e+05
1216,5.000010e+05
1217,1.232000e+05
1218,7.070000e+04
1219,2.776000e+05
1220,2.083000e+05
1221,9.260000e+04
1222,1.817000e+05
1223,1.619000e+05
1224,2.458000e+05
1225,2.389000e+05
1226,2.300000e+05
1227,1.397000e+05
1228,6.660000e+04
1229,5.000010e+05
1230,5.000010e+05
1231,8.830000e+04
1232,2.856000e+05
1233,2.581000e+05
1234,4.131000e+05
1235,7.690000e+04
1236,5.000010e+05
1237,1.655000e+05
1238,1.567000e+05
1239,1.545000e+05
1240,1.198000e+05
1241,2.750000e+05
1242,1.375000e+05
1243,5.000010e+05
1244,1.555000e+05
1245,1.130000e+05
1246,8.950000e+04
1247,4.904000e+05
1248,1.089000e+05
1249,1.308000e+05
1250,1.194000e+05
1251,3.441000e+05
1252,2.750000e+05
1253,1.708000e+05
1254,2.220000e+05
1255,3.362000e+05
1256,3.247000e+05
1257,2.232000e+05
1258,1.049000e+05
1259,1.372000e+05
1260,7.190000e+04
1261,2.720000e+05
1262,1.391000e+05
1263,6.750000e+04
1264,1.121000e+05
1265,9.330000e+04
1266,2.373000e+05
1267,2.611000e+05
1268,1.676000e+05
1269,1.393000e+05
1270,1.438000e+05
1271,1.861000e+05
1272,3.000000e+05
1273,1.361000e+05
1274,1.761000e+05
1275,8.500000e+04
1276,4.833000e+05
1277,1.400000e+05
1278,2.521000e+05
1279,2.294000e+05
1280,1.841000e+05
1281,2.595000e+05
1282,2.850000e+05
1283,1.775000e+05
1284,1.225000e+05
1285,6.500000e+04
1286,4.399000e+05
1287,9.910000e+04
1288,5.000010e+05
1289,1.821000e+05
1290,2.374000e+05
1291,9.190000e+04
1292,4.750000e+05
1293,1.585000e+05
1294,2.279000e+05
1295,5.000010e+05
1296,3.459000e+05
1297,3.532000e+05
1298,1.509000e+05
1299,1.713000e+05
1300,1.618000e+05
1301,1.821000e+05
1302,2.170000e+05
1303,4.302000e+05
1304,6.890000e+04
1305,1.967000e+05
1306,5.000010e+05
1307,2.052000e+05
1308,1.759000e+05
1309,2.239000e+05
1310,2.190000e+05
1311,9.050000e+04
1312,1.388000e+05
1313,1.225000e+05
1314,9.040000e+04
1315,1.851000e+05
1316,1.903000e+05
1317,3.742000e+05
1318,1.434000e+05
1319,9.620000e+04
1320,1.563000e+05
1321,9.960000e+04
1322,2.909000e+05
1323,8.630000e+04
1324,5.000010e+05
1325,1.368000e+05
1326,1.528000e+05
1327,9.670000e+04
1328,1.088000e+05
1329,8.750000e+04
1330,5.000010e+05
1331,3.500000e+05
1332,1.463000e+05
1333,1.187000e+05
1334,2.306000e+05
1335,1.920000e+05
1336,9.720000e+04
1337,1.281000e+05
1338,2.125000e+05
1339,1.100000e+05
1340,1.208000e+05
1341,2.572000e+05
1342,8.390000e+04
1343,6.080000e+04
1344,1.231000e+05
1345,1.911000e+05
1346,3.711000e+05
1347,9.840000e+04
1348,2.331000e+05
1349,1.241000e+05
1350,5.000010e+05
1351,3.594000e+05
1352,9.260000e+04
1353,1.984000e+05
1354,9.030000e+04
1355,8.940000e+04
1356,3.875000e+05
1357,2.125000e+05
1358,9.580000e+04
1359,1.016000e+05
1360,1.875000e+05
1361,3.426000e+05
